TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_PURPOSE
08cb3cb6-5792-4308-b121-caa94d0a9a5a401111F74059F561356B1D6A6467A9808F40A5808BBA3F7C89C4514C321AD945,Credit,Refunded purchase
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f92C19EA12F9C8AEC812D9A1575A10672DF81DBEEE809F944DC28022A1DFE08D62,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a879F458C747C5AC1A3C87C4A91511330D3D1E5073FDC5F330AE8A84EF3C2C66976D,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879AB16A5E1C49634DDBE4C9184473E57C7BD77DF0B0AB1AF65D05C8B2ABAB80C9A,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd8D06E1BE453966C9CB82B967ED7846329E79A417F6B9AAC78F8EFFBCCFF4EFFF,Debit,Games and gaming
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c03D21CE551FF96761BEF7E3B70CE0CB1A63EB2B522C3D84597ADEEEA72E5F5717,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a879698227415081428B643F514F63D4B265412B0A3051E2924D34B9FF9915794716,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879200FC8F43C232336C517D1CFEAA8C0967E59702619B181F45E2DFA4615218933,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879639B7366B66CC3FAD47E075E86CEA944E1B5FC81D1CC676FCE8842C0955901A1,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdA142BC9E7E93828BDAD0FDBBB23F5859566AFB1F5C76E39217E66173A22202BB,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdB4E325A9DD5656E073A02592F0A0EC9A9F6141B536E324FE1198CEB0BB1AF1F1,Debit,Fuel
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f92882303DC84B617F2387FD3138BCAE710FD38FB609C335A8DEB6F84D75FF9A3E,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9B23894C4ECB963BAACEC02DBFA91BAB5EA25F5037FFB1AE464CCEB6B956249D2,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a879F302FB4BC91EAC60CF408B1562A21BB048D1C010F49C3E930C8A8D33461424FB,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a8796A8769631E2F2984C701E0DC7D4B82EBBB3EC1ACAEED790EA8ADB37ADDCC4B13,Debit,Transfers
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f95149AE9CCE2DF86283F77801AD15D45205EE20745E329BC4F5E50F58F9F3EAD7,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a879E75412119FA1D778CFFD48794F18F90B0F7DD44EF7EF27C8F3AA8ACA2FCF4C37,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd7FD51AD83BA39CB625784391D7215B1B02C4E77B3118A9B6A2673168598FBC35,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd9EDED39A594058E1F482575D670D97FADCBCE264541340CD514D2BE2D450F734,Debit,Bills
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9BF961F0E61A941D9DA43C8135CB6E551A53FD2E942C118F386C8161D40995666,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8791DB73B65A0D868627F21BB52635D01D7166AE5CA4BE7F17326E9FAC95C256BAF,Debit,Mobile
9219ccc1-8148-486d-bff1-891693d2fafdD229259BEE70854AE33E475648AD8E1F1E58ED102139DCDB09A0A7050C1333D3,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9890773C94E84D43B0071062939C697513E9568F98507075ED8B5B04E34F3DE9A,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f904C7529B416D482E424A2713A349FB72BCF1A7AE4CE74B618BEBB0664FD35DBA,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f923115F03348CE5E792400892C8BE7C17DA9FC4765737DF9A97D093BC9E49438B,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd6551C8F9F44A4CD8BFD42CE2C938B2B46045BD730327D94D08B2C5CBA8A79A12,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a87961B596EF941D1AF9C1CBE8DECC80B0EAEB837EE79D4A10C8F62967744A0B03F1,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879D2477AA8CD161225AF5B1BAEEFD5514318F4403391B353328504E5BDAF2EE9BE,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f947344ECFAB65E3BB9630F47165F3852CDE6879DAF01C99F550829D62C4811A6D,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafd0EFEEF3C5182EE4432E58C9CB29D7DC64DFA233EBA9F4ADB86DBEA23F3CB9FE9,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a87900ED244797BEC723E2DED87EC2367EFAF2B417580E260DD0CEBB7989DC31EB3C,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9EDF8B42B600D2896BBCCE1B38F25E6A4DA1F4F8C0027C93ACE0A7867BE86163D,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a879A257762A57FECA11CF9FA37A7FE6F1B48581A2CCCEC7004F15B30C380C96ACC8,Debit,Insurance
61343940-11e3-4ef9-900d-78dee080a879A5EB158DE1AB724B1DD5F18078C2CBAA2A46621C8AE328913400562F62FF392F,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879F14E3B0E0807F99FBC91F60A3B321469D247541435E8DE3E726D996C2DD0165A,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a87993640A077D9EEE25CA85B2A21A2E4017855EBBC44F1D61CFC096DAB2486ACAD5,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9BD175C1096B0A4DC4982F9CE9C443FAB769C39C9928A62E8D55FE5071D20DDBA,Debit,Life insurance
61343940-11e3-4ef9-900d-78dee080a879D07C782D8F7D4E2C6AEB5AE198051A7193F280AECB04265ECED05A585F736D3F,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879625238415D034DB383057E6A98B8B91E51FCE1983BEF66B4DA60E97E93953393,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93C5A8AB7A40FB10FDCF01BD60ECC276E94E5F3BC7589AA835858F9C5D08D9F54,Debit,"Food, Groceries, Household"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c076AFA8E3C12A0F24ABFA1814E4CE240D19C81B46729015BF13FB73D36AA00C29,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd5DE94A63D37255BB6DB7052867EA2C6E9D5C0710E97DDED25CB41699329D8093,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd6C4FFFD83488A780DF87A6AF20B9AC176AF8A6B1D6722B2C4FCFA89581EF940E,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9969FD36B96F29CCAB272E42625CCC393BE06716A1E62053C237F058B94789D85,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f93C5D935F08B75525A8737254D3AB96A23B99CB5120D47A462BC9367D32C09654,Credit,Salary or Wages (Main)
61343940-11e3-4ef9-900d-78dee080a879EFF9A96DA918099133415E32596DF0F4B2818D46338373EB8DD4FC7C61EE172D,Debit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafdEA4BE1DD6BF4199581A7C7A3FBEFBE6D3170658658D3DFD21F848B4C3AEBAC0B,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a8795BFF38B3050DA08CE11E0C9BA4066B692B9407E09E6F233026BB6DC496E2F49B,Debit,Mobile
61343940-11e3-4ef9-900d-78dee080a879B88D8DAA4B9E6D70307DDDDFB68317B669B301B2F7D940ABD5A3D5D137897A5E,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a87959AD070D89323DAC0D63A53CF72C8CC0B503AFFD1B9C0193BC8D9C2184E03B66,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f911CD7A0C7D6D701320F0E8B278E344E052A1448DC241236570FD8685E369C63A,Debit,Home DIY or Repairs
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f982598C339DFC432039B0D4AF6A8A59EBDB95F7C50733CF5684A66515E4864AD5,Debit,Fuel
61343940-11e3-4ef9-900d-78dee080a879F31C54F4EB99643A5D05A3BE0A3263867F1386D79B07EC669E1AD5BCB283C2A6,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd8DAB766EF89D3324523B9730385BC4F9E33FBC8407589757990F6EEC6748FC21,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdC1199359802891DD9D4609C75C0B29DCA56CA866A82BF84AE2B29CF5173F75A6,Debit,Fuel
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0A4976DFF99FE943A51689B67C651D73213B1C97701015FE51D762321391DFC27,Credit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafdB31B0843024A182653C4336F7EA39FDB76113C055A9122C89126CD964D31D565,Debit,Home
61343940-11e3-4ef9-900d-78dee080a879183E145F1777C4BFAD37DD0B779A0014EE6C3EADFFD6D108D406679D3618246F,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd5089F98B1F70A6BE09EF5AD49756179E93B3B93032B130E4E94C5CF8AD657AD5,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd6C5CB49024AD6DCBF3E9270394EA76BE704D21312F76BDCAE83A6583F9BB18F8,Debit,Hobbies or Activities
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0F08554ADFC65817884BDAF9A3C215676A60455AB43A077921F8569263A5468FF,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd08A2258347AC328A38421C11763D53C5CA9C4EC706CCAB1046085CFC1CB78420,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a8791D8FD5434FC109B1C2A5EB3C092322794CC9CD18D599E905C2A07F60D2A665BD,Debit,Music
61343940-11e3-4ef9-900d-78dee080a879AD206813047C2C0FBE2773213D31B377B9E88DC48783CAF46DA758457DD53462,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a87907CD33C989D89AC5777FE6087E133CE178D356D0BD35B8B8F57066A8733DD515,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd4015DFF745DD6F24FC09C8243990B6C7393E6E6828F0C8258C114465F3F886D7,Credit,No Tag
61343940-11e3-4ef9-900d-78dee080a87920E9991849D41BF641267C6B146E42CADF165EAA1721C8E5A25A2635A30CAE9F,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879ED95C851256703D17C10A1A58728F181C039EFE18F9D2A289015658CC272D891,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879615FF1FEA3625674A4A84CB151787BFA4F194D404EBBF306BC4DEE52D3CA4B75,Credit,Gambling
61343940-11e3-4ef9-900d-78dee080a879BDAAFF2142F3038A78EF09978E4451B54A65D4B01943DF114C16EBC27ED2BAF2,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd2CF440ECC65D2AE0F6045DF54AE3A15426E840EC9B984137B7AA6423C20FBFF0,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafdEB20E7B33DE6277A6F95D81F561FCD69D634CA4B3763DAE18BDE14D0682297AE,Debit,Bills
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f958D7AA4F1D00399B6FEADEC91A90DE68B10B9F21FBBE93643D5FE3ED03DF6AF3,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8795564986831EDB567E8856CE5F57B8B3DA2C8BDFBF319F6F67269BFEC2FDC47CA,Debit,Lunch or Snacks
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f99BA580EE084315B817BA49339AFA96A1C11B1829F47ACB76CE9AC29F8C28AC16,Debit,Fuel
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f940BDE4E717733BEDF66F6FDC337178E45187382035299845E37293BB3B8AB712,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a8797C46DF028380BB41D6F3452FD5976696922C49E922619B43987D176A7753CDC4,Debit,"Food, Groceries, Household"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f92EE65CD832BD38FCC35E789CF4CC650F3E5315F0920046EF72E11490E3D52B05,Debit,Transfers
9219ccc1-8148-486d-bff1-891693d2fafd29501D810B28129E3ABFEB6B9571A5426D90C4847CFF4E54904669364BD7CD95,Credit,Refunded purchase
9219ccc1-8148-486d-bff1-891693d2fafd5315D1E6698AE5B492EE1863FF1D66AC5E4620701A97F11895CAD301BC423DE9,Debit,Cinema
9219ccc1-8148-486d-bff1-891693d2fafd46C2653FA8C0054C4FD8DFDD41FEAC251E1CB827D296704E86AC2C071398B948,Debit,Cinema
9219ccc1-8148-486d-bff1-891693d2fafd798A76BBB9A6D822CE734A18797FC1C51DEEBAED88A29C03B84484420D117F15,Credit,Family benefits
9219ccc1-8148-486d-bff1-891693d2fafd801EF7F4B1DF28233321A8BEA1E39C907465312C90FDB48DDD3927A8F9C29BAE,Credit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0613C24C51B7213A50B59B37282233251866AC9810B3D3B440B3D6D1E32A32BA9,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c034EC0717FE194E933EA2A15D5468D31B609CFDDA4664E3622EBC891E6D6A6EE9,Credit,Benefits
61343940-11e3-4ef9-900d-78dee080a8799FF77956BD704EAD0258A17722331CC9373DF3184C6AC655850617AE9D98E79B,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879048BFE3AFA8032B895EF755D5C72D3691420ED3269A8E63CE3FB60FCBD44D2CC,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a8791200FCD33FC779AE28ADDB4A7DA441DF3B6FB62B99F3D9A8087670AB6DB3DFCB,Debit,Enjoyment
61343940-11e3-4ef9-900d-78dee080a879716AEDD3931739063B8DCF64A58ED869320D873C1B9C190D0DCA8F2A357E5C76,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a8796AF19FD55FB4A48F459684205E41C163A5F04CF551504BCCE4929E406AEE3E62,Debit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9212FC9F8868EC65F3E016AF63E1BBC914A66DD1A68CF85ADC58FE0F7532F6065,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8795669198A8B783CE2B23890CBBFB60000881F451DDECB98E663D81506876A0AA8,Debit,"Energy (Gas, Elec, Other)"
9219ccc1-8148-486d-bff1-891693d2fafd0CEF165865039304FDF35B228A48DDE88812C9EE2C32110CEEC8097A86D59F50,Debit,Mobile
9219ccc1-8148-486d-bff1-891693d2fafdDDB96B39D8AFCF23BD351CE517D9E8B9D0C87ECFFC56B010835395899A4F3E8A,Debit,Lunch or Snacks
9219ccc1-8148-486d-bff1-891693d2fafdB340BEEBAEC5F339A3A82C6EB98F5DC36685F228C6B644EFEB193AC66D59571D,Credit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c039A98E6F44A6B65C77BDC1A4377A8D1579D5A66B4FDFC15626F9D71E15E7D5B5,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a8793A67F60E34FA03CDD5577B9198B2A950F5DD956BE44FCFF45F20924B2186A6DC,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f980F6D490C907437444475FAEF39B5F62378810F955DBB318E0A280A349E8F102,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879D653575A5BACC939CB6A89C80B635BDAD70AF9644C4773E310221D0956AF6880,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdEA7906945ACF4EE6550CDECE957135B2F9DBA56CECC2849FAB2D258421D49049,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd4C0F37F48BCA1111B3810D262764BE3B6C7DE32D4A15C87B2E3ABA17B9A3C91D,Debit,Bills
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c017E45920B0AA076FA74C21216EFB74B8F0244F45E811A1A18171727F4E672D16,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafdF2ADAA9A997E3FA47A2F68D9997879992B6E86FA3087F217BC287C3C7F86E9CD,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdA1DEB417B22D46C4AE63B0E462ACB4BE06AA5B6745A118803D931337779FD94F,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd4D99C45AE9D0BA2642E589503056340C825B24B42FB8AB22D7D4A954E89C232A,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd58B9BD3764B2FF6330833C5E0A5BAEF951634BCE2D08D79542AE1F4458BD60F4,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd96FF1EF770068989E43D0F08B9578E5423A0D1C4D666A4A10DED684B656E6122,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdA41D05E00F6AE7C2BC63A71FD7AAA1085848E8816342808A4E57300DD8C73178,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd4439A37A90132721B90CDCAC78D5C3A30F4F87E77B8534AADE0B52F4BC166F76,Debit,Personal Loan
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0C1C77DDE7F3D8456C8E0E775C2DC989634482319E2168FA5E546652E642F5909,Debit,No Tag
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0A2CE41081DF884D7ED86B7F7F5020544208F08202F9D60BFFAEB56E163912C3E,Credit,Benefits
9219ccc1-8148-486d-bff1-891693d2fafd707D41854F574D1D82348B49AA4C9D95DF0AF74CB1034842B1AEAD7E6D497166,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd33F510063E2202DCCE2DBAAA3C3CB5BE96E4AB68D3D366C31036AB0BF9FE2F4E,Debit,No Tag
08cb3cb6-5792-4308-b121-caa94d0a9a5aA2A3767C8A073259A621864F408F21F151D8AFEF382EC6D2FFD1E4D90DB27DC9,Debit,Bank charges
61343940-11e3-4ef9-900d-78dee080a879D5963F765472298FE627134D3D491A1A1096427076CBA8B8B84DBFC46C703C01,Debit,"Entertainment, TV, Media"
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0CC0D5AD3D541C7507A3CB798A8B2B4F7D625F1704D08D78EAD4D30AAF53AAE43,Credit,Enjoyment
9219ccc1-8148-486d-bff1-891693d2fafd0C47A6D65FAC1613DE5F23B815C702C2EF6CC02EC8B618E340B7C1CB3FA0122B,Debit,Lunch or Snacks
8c8abb40-da8a-455d-9f72-a25449ad4c58C9B52804D53FDE22880A1789D47001E33E2D6FB3E373269391D81447C5634E59,Debit,No Tag
61343940-11e3-4ef9-900d-78dee080a879DE1F7AF33B6816DF1063DE6D4313448D9C109CC94BCD48EB15EEFC2867CC3A07,Credit,Gambling
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9695A7F0AA57F413A4845230A8A747AC12DEC5E60DC05975CAA089DAB31318DB5,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879B9D959B23795ECAE8A0F904E2A9147C75D9E29805D343356B9EF954798C6CCA2,Debit,Enjoyment
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9F6CC49027E3D7A60C2A9E7F677BE877402F91AF7D279DAA12E0F8E1A917AF200,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdE81F18B6090D2481C610CFFF5CA20358D46017A49F00E899F44AA03BC30CCB82,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a8796BBC075E421B7924CF11177934DC3E1704DDDFBC49CD102B5A12EEE333EF22A6,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879E41FCBE884DB735CF2E9872EE391AD4EC1D4001F874A5957CE3B20045890938D,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879FE396E6475CABA321031934669C0CACC7ADD3713D0FA0C9BF7B07FE1BE25E449,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879CED24EDFC33AC7DD8A57A374E7C6D96F9C71749AEB8FFD889AD7AB858EB4DC61,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd9927EAB0C763CE6416B8A360A096F2FF27D97E273CF2338F2D015E3E1F7A0F15,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdE2DA73DE94CC631ADFBAF9A6C9B93CFBB36F9A56868E4822F4FFB39CC0CB06EB,Debit,Personal Loan
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9556364E08A4D0BA7DEA16BA41CBB78762F490BE5ADED0065E04604A613960B6F,Debit,"Food, Groceries, Household"
61343940-11e3-4ef9-900d-78dee080a879945EBD7531EC7AAB62437861CA00573D12542300EF0AA1685FCB9D5983A745A7,Debit,Credit Card
61343940-11e3-4ef9-900d-78dee080a879B158E44863F691760E4DBB3BE26B2696287ED16DC86C5DCF69468490BFA6B0DF,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879F3D74757D36012BF3A33EC484669DEE38E9F6B58422D4FF13C2F17EBF751C214,Debit,Transfers
61343940-11e3-4ef9-900d-78dee080a879168023FC87FE1A45E1361EA6A269BEDE3CDF58248BF38DF5045F8E88708C8BE9,Debit,"Entertainment, TV, Media"
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9B7DD25619180F214D7081E724361E97AF54F564F6A8BACE868AD03C20245ED16,Debit,TV Licence
61343940-11e3-4ef9-900d-78dee080a879E4489B155046EF0F399DD954CAD2E4C1034CA938E314B7CCBE610FE07DDDF981,Debit,Water
9219ccc1-8148-486d-bff1-891693d2fafd851E46B513E3C94B5B9789CFB9E4B691AD2513AD78A3D3F0603278FA6BA3998A,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd1335C83690454CEE01B061EA15FA3AE134B843366A7EA18FB0A20FC7F4C20478,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd2EEF94818734A076025BBF239566B9C1B05A5B27E7431998A18B2C4DA133B79E,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafdF3944F764E8E69E13E753E700631C40A46982BD61A21962F8196ABA6A5B9B17B,Debit,Home
9219ccc1-8148-486d-bff1-891693d2fafd96A9A05A56882CC00E56B1164445B033AF1A94880C3232CEFF02DE632D812F52,Debit,Bills
61343940-11e3-4ef9-900d-78dee080a87902109FE47A242E3F0A286E0BCE8600C9A70BD600338118E8053182685567F69F,Debit,Lunch or Snacks
61343940-11e3-4ef9-900d-78dee080a879623E78AD8D54543FCA0AD24DD88D9BF74C0657301308EF5426C99DA822D89BA1,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a8796CED1236B23579CD0B6BEB2AEBF8E1F4A6E3981F180C91251ADE2140C8D3D943,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd9F5C1D60F6E16FD61066DA33D558063B56E8E6506A0BCCD5A55DAA3C31052BE7,Debit,Toys
9219ccc1-8148-486d-bff1-891693d2fafdC18D5D86F285A7E89271472E6CD1084F821F69C15F73A2F347AA5533931482E2,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd4E9862FFA758E21ECDE2406A9125109C71C30E965CB47659B166BE43948DD858,Credit,Family benefits
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f98CD6D2F2EF78FBDE94A84FE89CF85C8C5E8C49EA51A045B71F3AFAFC1DFFB1F1,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879610AC921C88E2686716A22B4A2C2119FCFCD9398CB885162B11B42503E74C999,Debit,Gambling
9219ccc1-8148-486d-bff1-891693d2fafd74CF84A44BE7DF8133B4FEF20B5095CAD7458BCE17EF2F6483F84CD0AC476163,Debit,Gifts or Presents
61343940-11e3-4ef9-900d-78dee080a879DD9588AEE030F8467734F0C4759D6FB9C1C97167055A20B6AA3C9266DA6FF975,Debit,Gambling
7f3e9a70-c064-4cf3-8612-bd6a7d6fe7c0AAA28508A035DC5A79A4D429421BA23CC89158E0017A02F58BD455FDDA59B5CB,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd07BF8E42B099B3FE393B3E84069F1BD15C70AC797B05D263A3520DBDCA5F06AE,Debit,Music
9219ccc1-8148-486d-bff1-891693d2fafd8BC35D7EAF75A665400B25811B447C271BCE8D3C686DEA0E6DB4259EF6661A98,Debit,Bills
8c8abb40-da8a-455d-9f72-a25449ad4c5852F1D0294836CB017890DE8248784379CE750036114897EDA04F9A9C0F9B0DF9,Debit,Water
9219ccc1-8148-486d-bff1-891693d2fafd342A7244959A73C1CEA983FDD20ADC8D728DCB2BB558776AA7538F4E9E661E83,Debit,Fuel
9219ccc1-8148-486d-bff1-891693d2fafd9902C30B97AAA0F26B5CD5BB2834BE977F4F383B58227032876E4EB5BD515990,Debit,Personal Loan
9219ccc1-8148-486d-bff1-891693d2fafd054263052AB92FF8DF8123289B227416DA1387A1AC25C97F38B85FB1405E13D5,Debit,No Tag
5819bc0b-d64e-4e7b-89b3-a0e1c5e224f9B512F13BD4A439EBA28027536D612EB54761C9850BB8478E631B2FB88D089890,Debit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafdE512D25973EDBCD85256FD2247074731C5DC4528833E8D65A8BA750571395EC2,Debit,Personal Loan
61343940-11e3-4ef9-900d-78dee080a8799C669002B33DD983DA426A53CEE70BC478564F62147C84DD024E0E4B9C31306A,Debit,"Entertainment, TV, Media"
61343940-11e3-4ef9-900d-78dee080a879ADD451AFCE69054323D3496FBF2177CA2E1171F1DD150BC088D201877E896DBE,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879F5961AC382F1EA4DF76604DB5050B01B1164F6B80D8A3B0732C4CB275FF532D6,Debit,"Entertainment, TV, Media"
9219ccc1-8148-486d-bff1-891693d2fafd228FA8755456E46693E9C61C8C8940E895A5E6F86EA1B3B750037134F27EBE78,Debit,Clothes - Everyday or Work
9219ccc1-8148-486d-bff1-891693d2fafd716184AA30A208740619165A2D3CD049A1102F3CB36DB9ABBCFC7A25ABC96829,Debit,"Food, Groceries, Household"
9219ccc1-8148-486d-bff1-891693d2fafd544E1C561C779A68C90C458F8EDC754D9C9C5A0957E939B94FD543EDCA52D95A,Debit,Appearance
9219ccc1-8148-486d-bff1-891693d2fafd320AFCEC2EA239C1F4FC3EE21616ACF576612E33F1BFFE3D4956EDC1DE4BC79F,Debit,Museum/exhibition
9219ccc1-8148-486d-bff1-891693d2fafd38C1D023A3FE98E2F07316509BD624AB4A898549811A81DCA1A5B56A694E06C2,Credit,No Tag
9219ccc1-8148-486d-bff1-891693d2fafd90A5415D1CAA8A292ABDD67E88F371A345671C49C27084E4B9C2D5E40BF02D0A,Debit,Concert & Theatre
61343940-11e3-4ef9-900d-78dee080a879741E9D0BE0B1DCC4E18C0DD4EE3A11F985BEF06388E198C8B60E7FFF77CF2486,Debit,Gambling
61343940-11e3-4ef9-900d-78dee080a879977087FA204D84C01DAD0D48D3C0DEF1DF2D60553BD3B3BF4B055612C2D2DA6E,Debit,TV Licence
